"filename", "language", "JSON", "PHP", "HTML", "CSS", "JavaScript", "YAML", "Markdown", "Shell Script", "Docker", "XML", "comment", "blank", "total"
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\Fixtures\LocalizationTest\phpmailer.lang-xb_scri.php", "PHP", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 10
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\Fixtures\LocalizationTest\phpmailer.lang-xc_cc.php", "PHP", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 10
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\Fixtures\LocalizationTest\phpmailer.lang-xd_cc.php", "PHP", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 10
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\Fixtures\LocalizationTest\phpmailer.lang-xd_scri.php", "PHP", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 10
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\Fixtures\LocalizationTest\phpmailer.lang-xe.php", "PHP", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 10
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\Fixtures\LocalizationTest\phpmailer.lang-xx.php", "PHP", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 10
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\Fixtures\LocalizationTest\phpmailer.lang-yy.php", "PHP", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 18
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\Fixtures\LocalizationTest\phpmailer.lang-zz.php", "PHP", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 21
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\Language\TranslationCompletenessTest.php", "PHP", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 36, 11, 98
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\OAuth\OAuthTest.php", "PHP", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 21, 8, 77
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\AddEmbeddedImageTest.php", "PHP", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 53, 22, 179
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\AddStringAttachmentTest.php", "PHP", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 48, 20, 148
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\AddStringEmbeddedImageTest.php", "PHP", 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 47, 20, 162
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\AddrFormatTest.php", "PHP", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 29, 6, 71
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\AuthCRAMMD5Test.php", "PHP", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 18, 6, 49
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\CustomHeaderTest.php", "PHP", 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 77, 25, 286
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\DKIMTest.php", "PHP", 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 79, 33, 260
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\DKIMWithoutExceptionsTest.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 25, 7, 48
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\DSNConfiguratorTest.php", "PHP", 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 54, 48, 222
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\EncodeQTest.php", "PHP", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 30, 8, 111
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\EncodeStringTest.php", "PHP", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 40, 12, 136
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\FileIsAccessibleTest.php", "PHP", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 38, 13, 104
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\FilenameToTypeTest.php", "PHP", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 28, 6, 75
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\GenerateIdTest.php", "PHP", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 30, 8, 76
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\GetLastMessageIDTest.php", "PHP", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 43, 11, 111
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\HasLineLongerThanMaxTest.php", "PHP", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 31, 12, 119
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\Html2TextTest.php", "PHP", 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 55, 12, 232
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\ICalTest.php", "PHP", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 29, 8, 127
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\IsPermittedPathTest.php", "PHP", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 28, 8, 109
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\IsValidHostTest.php", "PHP", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 39, 8, 108
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\LocalizationTest.php", "PHP", 0, 329, 0, 0, 0, 0, 0, 0, 0, 0, 111, 41, 481
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\MailTransportTest.php", "PHP", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 30, 16, 109
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\MbPathinfoTest.php", "PHP", 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 41, 8, 172
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\MimeTypesTest.php", "PHP", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 28, 6, 71
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\NormalizeBreaksTest.php", "PHP", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 36, 11, 112
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\PHPMailerTest.php", "PHP", 0, 919, 0, 0, 0, 0, 0, 0, 0, 0, 218, 139, 1276
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\ParseAddressesTest.php", "PHP", 0, 244, 0, 0, 0, 0, 0, 0, 0, 0, 91, 21, 356
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\PunyencodeAddressTest.php", "PHP", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 50, 12, 142
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\QuotedStringTest.php", "PHP", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 28, 6, 71
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\ReplyToGetSetClearTest.php", "PHP", 0, 278, 0, 0, 0, 0, 0, 0, 0, 0, 132, 42, 452
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\SetErrorTest.php", "PHP", 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 47, 19, 155
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\SetFromTest.php", "PHP", 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 62, 20, 203
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\SetTest.php", "PHP", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 36, 9, 82
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\SetWordWrapTest.php", "PHP", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 33, 15, 121
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\Utf8CharBoundaryTest.php", "PHP", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 31, 6, 67
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\ValidateAddressCustomValidatorTest.php", "PHP", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 45, 14, 117
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\ValidateAddressTest.php", "PHP", 0, 335, 0, 0, 0, 0, 0, 0, 0, 0, 125, 26, 486
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\WrapTextTest.php", "PHP", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 30, 6, 126
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PHPMailer\XMailerTest.php", "PHP", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 28, 6, 76
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\POP3\PopBeforeSmtpTest.php", "PHP", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 55, 18, 140
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\PreSendTestCase.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 25, 6, 47
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\Security\DenialOfServiceVectorsTest.php", "PHP", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 28, 7, 53
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\SendTestCase.php", "PHP", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 58, 13, 127
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\TestCase.php", "PHP", 0, 205, 0, 0, 0, 0, 0, 0, 0, 0, 138, 49, 392
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\fakepopserver.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 13, 20, 127
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\fakesendmail.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 4, 4, 23
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\runfakepopserver.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 4, 4, 13
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\testbootstrap-dist.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\xampp\htdocs\JobRadar\vendor\phpmailer\phpmailer\test\validators.php", "PHP", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 13
"Total", "-", 275, 13597, 115, 1598, 551, 258, 1315, 116, 9, 229, 6571, 2710, 27344
